instrument_id,instrument_key,symbol,series,exchange,company_name,sector,isin_code,is_active
1096,NSE_EQ|INE28GN01010,ADVENTHTL,EQ,NSE,ADVENT HOTELS INTERNATI L,Others,INE28GN01010,True
1234,NSE_EQ|INE837H01020,ADVENZYMES,EQ,NSE,ADVANCED ENZYME TECH LTD,Others,INE837H01020,True
26,NSE_EQ|INE208C01025,AEGISLOG,EQ,NSE,AEGIS LOGISTICS LIMITED,Logistics,INE208C01025,True
27,NSE_EQ|INE0INX01018,AEGISVOPAK,EQ,NSE,AEGIS VOPAK TERMINALS LTD,Logistics,INE0INX01018,True
7074,NSE_EQ|INE423A07559,AEL120126,NL,NSE,AEL 0% 2029 SR V,Others,INE423A07559,True
7113,NSE_EQ|INE423A07369,AEL120924,N2,NSE,SEC RE NCD SR II,Others,INE423A07369,True
7111,NSE_EQ|INE423A07377,AEL120924A,N5,NSE,SEC RE NCD SR V,Others,INE423A07377,True
7121,NSE_EQ|INE423A07385,AEL120924B,N8,NSE,SEC RE NCD SR VIII,Others,INE423A07385,True
7076,NSE_EQ|INE423A07542,AEL1212026,NO,NSE,AEL 0% 2031 SR VIII,Others,INE423A07542,True
7071,NSE_EQ|INE423A07500,AEL12126,NI,NSE,AEL 0% 2028 SR II,Others,INE423A07500,True
7150,NSE_EQ|INE423A07419,AEL170725,ND,NSE,AEL 0% 2028 SR V,Others,INE423A07419,True
7147,NSE_EQ|INE423A07468,AEL170725A,NG,NSE,AEL 0% 2030 SR VIII,Others,INE423A07468,True
7152,NSE_EQ|INE423A07401,AEL17725,NA,NSE,AEL 0% 2027 SR II,Others,INE423A07401,True
1376,NSE_EQ|INE757T01025,AEPL,EQ,NSE,ARTEMIS ELECTRICALS & P L,Others,INE757T01025,True
2314,NSE_EQ|INE947N01017,AEQUS,EQ,NSE,AEQUS LIMITED,Others,INE947N01017,True
1507,NSE_EQ|INE065D01027,AEROENTER,EQ,NSE,AEROFLEX ENTERPRISES LTD,Others,INE065D01027,True
1182,NSE_EQ|INE024001021,AEROFLEX,EQ,NSE,AEROFLEX INDUSTRIES LTD,Others,INE024001021,True
5789,NSE_EQ|INE0WL801011,AERON,SM,NSE,AERON COMPOSITE LIMITED,Others,INE0WL801011,True
2280,NSE_EQ|INE035801013,AERONEU,EQ,NSE,AEROFLEX NEU LIMITED,Others,INE035801013,True
5265,NSE_EQ|INE0TSF01011,AESTHETIK,SM,NSE,AESTHETIK ENGINEERS LTD,Others,INE0TSF01011,True
934,NSE_EQ|INE0BWX01014,AETHER,EQ,NSE,AETHER INDUSTRIES LIMITED,Others,INE0BWX01014,True
28,NSE_EQ|INE101I01011,AFCONS,EQ,NSE,AFCONS INFRASTRUCTURE LTD,Infrastructure Developers & Operators,INE101I01011,True
29,NSE_EQ|INE00WC01027,AFFLE,EQ,NSE,AFFLE 3I LIMITED,BPO/ITeS,INE00WC01027,True
8290,NSE_EQ|INE692Z01013,AFFORDABLE,BE,NSE,AFFORD ROBO & AUTO LTD,Others,INE692Z01013,True
8419,NSE_EQ|INE916Y01027,AFIL,BE,NSE,AKME FINTRADE (INDIA) LTD,Others,INE916Y01027,True
1115,NSE_EQ|INE00ZE01026,AFSL,EQ,NSE,ABANS FINANCIAL SRVCS LTD,Others,INE00ZE01026,True
1550,NSE_EQ|INE204E01012,AGARIND,EQ,NSE,AGARWAL INDS CORP LTD.,Others,INE204E01012,True
147,NSE_EQ|INE943P01029,AGARWALEYE,EQ,NSE,DR AGARWALS HEALTH CARE L,Healthcare,INE943P01029,True
5898,NSE_EQ|INE0MLA01012,AGARWALFT,ST,NSE,AGARWAL FLOAT GLASS I LTD,Others,INE0MLA01012,True
8261,NSE_EQ|INE0P8X01016,AGARWALTUF,SM,NSE,AGARWAL TOUGH GLASS IND L,Others,INE0P8X01016,True
1599,NSE_EQ|INE415A01038,AGI,EQ,NSE,AGI GREENPAC LIMITED,Others,INE415A01038,True
582,NSE_EQ|INE976R01033,AGIIL,EQ,NSE,AGI INFRA LIMITED,Others,INE976R01033,True
6511,NSE_EQ|INE0LF301013,AGNI,SM,NSE,AGNI GREEN POWER LTD,Others,INE0LF301013,True
3725,NSE_EQ|INE449G01018,AGRITECH,BE,NSE,AGRI-TECH (INDIA) LIMITED,Others,INE449G01018,True
1936,NSE_EQ|INE740V01019,AGROPHOS,EQ,NSE,AGRO PHOS INDIA LIMITED,Others,INE740V01019,True
3564,NSE_EQ|INE583L01014,AGSTRA,BZ,NSE,AGS TRANSACT TECH LTD,Others,INE583L01014,True
5090,NSE_EQ|INE0O6N01012,AGUL,SM,NSE,A G UNIVERSAL LIMITED,Others,INE0O6N01012,True
1481,NSE_EQ|INE0Y8W01025,AHCL,EQ,NSE,ANLON HEALTHCARE LIMITED,Others,INE0Y8W01025,True
6747,NSE_EQ|INE136T01014,AHIMSA,ST,NSE,AHIMSA INDUSTRIES LTD.,Others,INE136T01014,True
1176,NSE_EQ|INE00PV01013,AHLADA,EQ,NSE,AHLADA ENGINEERS LIMITED,Others,INE00PV01013,True
921,NSE_EQ|INE926K01017,AHLEAST,EQ,NSE,ASIAN HOTELS (EAST) LTD,Others,INE926K01017,True
1532,NSE_EQ|INE758C01029,AHLUCONT,EQ,NSE,AHLUWALIA CONT IND LTD,Others,INE758C01029,True
5526,NSE_EQ|INE915K01010,AHLWEST,BE,NSE,ASIAN HOTELS (WEST) LTD,Others,INE915K01010,True
6,NSE_EQ|INE212H01026,AIAENG,EQ,NSE,AIA ENGINEERING LIMITED,Engineering,INE212H01026,True
56,NSE_EQ|INE206F01022,AIIL,EQ,NSE,AUTHUM INVEST & INFRA LTD,Investment,INE206F01022,True
4185,NSE_EQ|INE0CAJ01017,AILIMITED,ST,NSE,ABHISHEK INTEGRATIONS LTD,Others,INE0CAJ01017,True
5411,NSE_EQ|INE0RUV01018,AIMTRON,SM,NSE,AIMTRON ELECTRONICS LTD,Others,INE0RUV01018,True
1414,NSE_EQ|INE645W01026,AIRAN,EQ,NSE,AIRAN LIMITED,Others,INE645W01026,True
2377,NSE_EQ|INE801L01010,AIROLAM,EQ,NSE,AIRO LAM LIMITED,Others,INE801L01010,True
7249,NSE_EQ|INE635Y01015,AISL,SM,NSE,ANI INTEGRATED SERV LTD.,Others,INE635Y01015,True
30,NSE_EQ|INE031B01049,AJANTPHARM,EQ,NSE,AJANTA PHARMA LIMITED,Pharmaceuticals,INE031B01049,True
2078,NSE_EQ|INE274Y01021,AJAXENGG,EQ,NSE,AJAX ENGINEERING LIMITED,Others,INE274Y01021,True
2289,NSE_EQ|INE298G01035,AJMERA,EQ,NSE,AJMERA REALTY & INF I LTD,Others,INE298G01035,True
1727,NSE_EQ|INE820Y01021,AJOONI,EQ,NSE,AJOONI BIOTECH LIMITED,Others,INE820Y01021,True
4510,NSE_EQ|INE0PCY01014,AKANKSHA,ST,NSE,AKANKSHA POWER N INFRA L,Others,INE0PCY01014,True
1317,NSE_EQ|INE737W01013,AKASH,EQ,NSE,AKASH INFRA-PROJECTS LTD,Others,INE737W01013,True
2201,NSE_EQ|INE701G01012,AKCAPIT,EQ,NSE,A K CAPITAL SERVICES LTD.,Others,INE701G01012,True
573,NSE_EQ|INE00Y801016,AKG,EQ,NSE,AKG EXIM LIMITED,Others,INE00Y801016,True
1280,NSE_EQ|INE642Z01026,AKI,EQ,NSE,AKI INDIA LIMITED,Others,INE642Z01026,True
4856,NSE_EQ|INE0PMR01017,AKIKO,ST,NSE,AKIKO GLOBAL SERVICES L,Others,INE0PMR01017,True
1236,NSE_EQ|INE256Z01025,AKSHAR,EQ,NSE,AKSHAR SPINTEX LIMITED,Others,INE256Z01025,True
1008,NSE_EQ|INE542B01011,AKSHARCHEM,EQ,NSE,AKSHARCHEM INDIA LIMITED,Others,INE542B01011,True
3605,NSE_EQ|INE523B01011,AKSHOPTFBR,BE,NSE,AKSH OPTIFIBRE  LTD,Others,INE523B01011,True
31,NSE_EQ|INE09XN01023,AKUMS,EQ,NSE,AKUMS DRUGS AND PHARMA L,Pharmaceuticals,INE09XN01023,True
1806,NSE_EQ|INE914E01040,ALANKIT,EQ,NSE,ALANKIT LIMITED,Others,INE914E01040,True
2079,NSE_EQ|INE155C01010,ALBERTDAVD,EQ,NSE,ALBERT DAVID LIMITED,Others,INE155C01010,True
6240,NSE_EQ|INE448V01019,ALCODIS,ST,NSE,ALCOKRAFT DISTILLERIE LTD,Others,INE448V01019,True
1708,NSE_EQ|INE426A01027,ALEMBICLTD,EQ,NSE,ALEMBIC LIMITED,Others,INE426A01027,True
1364,NSE_EQ|INE598D01035,ALGOQUANT,EQ,NSE,ALGOQUANT FINTECH LIMITED,Others,INE598D01035,True
1649,NSE_EQ|INE062D01024,ALICON,EQ,NSE,ALICON CASTALLOY LIMITED,Others,INE062D01024,True
1132,NSE_EQ|INE03Q201024,ALIVUS,EQ,NSE,ALIVUS LIFE SCIENCES LTD,Others,INE03Q201024,True
5664,NSE_EQ|INE773I01017,ALKALI,BE,NSE,ALKALI METALS LTD,Others,INE773I01017,True
34,NSE_EQ|INE540L01014,ALKEM,EQ,NSE,ALKEM LABORATORIES LTD.,Pharmaceuticals,INE540L01014,True
35,NSE_EQ|INE150B01039,ALKYLAMINE,EQ,NSE,ALKYL AMINES CHEM. LTD,Chemicals,INE150B01039,True
2453,NSE_EQ|INE418H01029,ALLCARGO,EQ,NSE,ALLCARGO LOGISTICS LTD,Others,INE418H01029,True
2493,NSE_EQ|INE835G01018,ALLDIGI,EQ,NSE,ALLDIGI TECH LIMITED,Others,INE835G01018,True
7531,NSE_EQ|INE0M2X01012,ALLETEC,ST,NSE,ALL E TECHNOLOGIES LTD,Others,INE0M2X01012,True
2029,NSE_EQ|INE0GV601021,ALLTIME,EQ,NSE,ALL TIME PLASTICS LIMITED,Others,INE0GV601021,True
1784,NSE_EQ|INE326B01035,ALMONDZ,EQ,NSE,ALMONDZ GLOBAL SEC LTD,Others,INE326B01035,True
36,NSE_EQ|INE270A01029,ALOKINDS,EQ,NSE,ALOK INDUSTRIES LIMITED,Textile,INE270A01029,True
1330,NSE_EQ|INE385I01010,ALPA,EQ,NSE,ALPA LABORATORIES LTD,Others,INE385I01010,True
5095,NSE_EQ|INE0R4701017,ALPEXSOLAR,SM,NSE,ALPEX SOLAR LIMITED,Others,INE0R4701017,True
766,NSE_EQ|INF174KA1IA5,ALPHA,EQ,NSE,KOTAKMAMC - KOTAKALPHA,Others,INF174KA1IA5,True
7005,NSE_EQ|INE0L6807138,ALPHA27,N1,NSE,AAFS MARKET LINK2027SR I,Others,INE0L6807138,True
1222,NSE_EQ|INF769K01KU7,ALPHAETF,EQ,NSE,MIRAEAMC - ALPHAETF,Others,INF769K01KU7,True
1401,NSE_EQ|INE137C01018,ALPHAGEO,EQ,NSE,ALPHAGEO (INDIA) LIMITED,Others,INE137C01018,True
1757,NSE_EQ|INF109KC17V7,ALPL30IETF,EQ,NSE,ICICIPRAMC - ICICIALPLV,Others,INF109KC17V7,True
3405,NSE_EQ|INE0STM01017,ALUWIND,SM,NSE,ALUWIND INFRA-TECH LTD,Others,INE0STM01017,True
968,NSE_EQ|INE121R01077,AMAGI,EQ,NSE,AMAGI MEDIA LABS LIMITED,Others,INE121R01077,True
2122,NSE_EQ|INE084K01015,AMANTA,EQ,NSE,AMANTA HEALTHCARE LIMITED,Others,INE084K01015,True
6157,NSE_EQ|INE293601014,AMBAAUTO,SM,NSE,AMBA AUTO SALES AND SER L,Others,INE293601014,True
1726,NSE_EQ|INE432A01017,AMBALALSA,EQ,NSE,AMBALAL SARABHAI ENT L,Others,INE432A01017,True
2553,NSE_EQ|INE00C501018,AMBANIORGO,SM,NSE,AMBANI ORGOCHEM LIMITED,Others,INE00C501018,True
38,NSE_EQ|INE371P01015,AMBER,EQ,NSE,AMBER ENTERPRISES (I) LTD,Air Conditioners,INE371P01015,True
2325,NSE_EQ|INE792B01012,AMBICAAGAR,EQ,NSE,AMBICA AGAR & AROMAINDLTD,Others,INE792B01012,True
556,NSE_EQ|INE540G01014,AMBIKCO,EQ,NSE,AMBIKA COTTON MILL LTD.,Others,INE540G01014,True
39,NSE_EQ|INE079A01024,AMBUJACEM,EQ,NSE,AMBUJA CEMENTS LTD,Construction Materials,INE079A01024,True
6780,NSE_EQ|INE0VG001016,AMCL,SM,NSE,ANB METAL CAST LIMITED,Others,INE0VG001016,True
1815,NSE_EQ|INE005I01014,AMDIND,EQ,NSE,AMD INDUSTRIES LIMITED,Others,INE005I01014,True
6843,NSE_EQ|INE0KT901015,AMEYA,SM,NSE,AMEYA PRECISION ENG LTD,Others,INE0KT901015,True
8929,NSE_EQ|INE0MTP01013,AMIABLE,SM,NSE,AMIABLE LOGISTICS (I) LTD,Others,INE0MTP01013,True
1749,NSE_EQ|INE05TO01019,AMIRCHAND,EQ,NSE,AMIR CHAND JAG KUM (E) L,Others,INE05TO01019,True
713,NSE_EQ|INE606A01024,AMJLAND,EQ,NSE,AMJ LAND HOLDINGS LIMITED,Others,INE606A01024,True
2348,NSE_EQ|INE275D01022,AMNPLST,EQ,NSE,AMINES & PLASTICIZERS LTD,Others,INE275D01022,True
1154,NSE_EQ|INE098F01031,AMRUTANJAN,EQ,NSE,AMRUTAJAN HEALTH LTD,Others,INE098F01031,True
40,NSE_EQ|INE463V01026,ANANDRATHI,EQ,NSE,ANAND RATHI WEALTH LTD,Finance,INE463V01026,True
2867,NSE_EQ|INE1UA823019,ANANTAM,IV,NSE,ANANTAM HIGHWAYS TRUST,Others,INE1UA823019,True
41,NSE_EQ|INE242C01024,ANANTRAJ,EQ,NSE,ANANT RAJ LIMITED,Construction,INE242C01024,True
1362,NSE_EQ|INE435A01051,ANDHRAPAP,EQ,NSE,ANDHRA PAPER LIMITED,Others,INE435A01051,True
753,NSE_EQ|INE715B01021,ANDHRSUGAR,EQ,NSE,ANDHRA SUGARS LTD,Others,INE715B01021,True
42,NSE_EQ|INE732I01021,ANGELONE,EQ,NSE,ANGEL ONE LIMITED,Stock/ Commodity Brokers,INE732I01021,True
6699,NSE_EQ|INE087B01017,ANIKINDS,BE,NSE,ANIK INDUSTRIES LTD,Others,INE087B01017,True
5474,NSE_EQ|INE106I01010,ANKITMETAL,BZ,NSE,ANKIT MET & POW LTD,Others,INE106I01010,True
8719,NSE_EQ|INE0LR101013,ANLON,ST,NSE,ANLON TECHNOLOGY SOL LTD,Others,INE0LR101013,True
2467,NSE_EQ|INE02AR01019,ANMOL,EQ,NSE,ANMOL INDIA LIMITED,Others,INE02AR01019,True
4193,NSE_EQ|INE0MGM01017,ANNAPURNA,SM,NSE,ANNAPURNA SWADISHT LTD,Others,INE0MGM01017,True
8409,NSE_EQ|INE0VTV01012,ANONDITA,SM,NSE,ANONDITA MEDICARE LIMITED,Others,INE0VTV01012,True
8960,NSE_EQ|INE436A01026,ANSALAPI,BZ,NSE,ANSAL PROP & INFRA LTD,Others,INE436A01026,True
2516,NSE_EQ|INE818A01017,ANTELOPUS,EQ,NSE,ANTELOPUS SELAN ENRGY LTD,Others,INE818A01017,True
1466,NSE_EQ|INE414B01021,ANTGRAPHIC,EQ,NSE,ANTARCTICA LTD,Others,INE414B01021,True
746,NSE_EQ|INE0CZ201020,ANTHEM,EQ,NSE,ANTHEM BIOSCIENCES LTD,Others,INE0CZ201020,True
1378,NSE_EQ|INE489G01022,ANUHPHR,EQ,NSE,ANUH PHARMA LIMITED,Others,INE489G01022,True
1934,NSE_EQ|INE294Z01018,ANUP,EQ,NSE,THE ANUP ENGINEERING LTD,Others,INE294Z01018,True
752,NSE_EQ|INE930P01018,ANURAS,EQ,NSE,ANUPAM RASAYAN INDIA LTD,Others,INE930P01018,True
2892,NSE_EQ|INE0SI601032,ANYA,SM,NSE,ANYA POLYTECH & FERTI LTD,Others,INE0SI601032,True
3997,NSE_EQ|INE0MIZ23019,ANZEN,IV,NSE,ANZEN IND ENE YLD PLU TRU,Others,INE0MIZ23019,True
897,NSE_EQ|INF1J2R01114,AONEGOLD,EQ,NSE,AONEAMC - AONEGOLD,Others,INF1J2R01114,True
2132,NSE_EQ|INF1J2R01056,AONELIQUID,EQ,NSE,AONEAMC - AONELIQUID,Others,INF1J2R01056,True
2131,NSE_EQ|INF1J2R01064,AONENIFTY,EQ,NSE,AONEAMC - AONENIFTY,Others,INF1J2R01064,True
888,NSE_EQ|INF1J2R01171,AONESILVER,EQ,NSE,AONEAMC - AONESILVER,Others,INF1J2R01171,True
898,NSE_EQ|INF1J2R01148,AONETMMQ50,EQ,NSE,AONEAMC - AONETMMQ50,Others,INF1J2R01148,True
2143,NSE_EQ|INF1J2R01015,AONETOTAL,EQ,NSE,AONEAMC - AONETOTAL,Others,INF1J2R01015,True
43,NSE_EQ|INE372A01015,APARINDS,EQ,NSE,APAR INDUSTRIES LTD.,Electric Equipment,INE372A01015,True
2133,NSE_EQ|INE071F01012,APCL,EQ,NSE,ANJANI PORTLAND CEM LTD,Others,INE071F01012,True
2462,NSE_EQ|INE116A01032,APCOTEXIND,EQ,NSE,APCOTEX INDUSTRIES LIMITE,Others,INE116A01032,True
1758,NSE_EQ|INE346W01013,APEX,EQ,NSE,APEX FROZEN FOODS LIMITED,Others,INE346W01013,True
4403,NSE_EQ|INE0T4V01015,APEXECO,ST,NSE,APEX ECOTECH LIMITED,Others,INE0T4V01015,True
7,NSE_EQ|INE702C01027,APLAPOLLO,EQ,NSE,APL APOLLO TUBES LTD,Steel & Iron Products,INE702C01027,True
33,NSE_EQ|INE901L01018,APLLTD,EQ,NSE,ALEMBIC PHARMA LTD,Pharmaceuticals,INE901L01018,True
2514,NSE_EQ|INE713T01028,APOLLO,EQ,NSE,APOLLO MICRO SYSTEMS LTD,Others,INE713T01028,True
44,NSE_EQ|INE437A01024,APOLLOHOSP,EQ,NSE,APOLLO HOSPITALS ENTER. L,Healthcare Services,INE437A01024,True
891,NSE_EQ|INE126J01016,APOLLOPIPE,EQ,NSE,APOLLO PIPES LIMITED,Others,INE126J01016,True
45,NSE_EQ|INE438A01022,APOLLOTYRE,EQ,NSE,APOLLO TYRES LTD,Tyres & Allied,INE438A01022,True
1736,NSE_EQ|INE451F01024,APOLSINHOT,EQ,NSE,APOLLO SINDOORI HOTEL LTD,Others,INE451F01024,True
2555,NSE_EQ|INE0LQG01010,APRAMEYA,SM,NSE,APRAMEYA ENGINEERING LTD,Others,INE0LQG01010,True
7985,NSE_EQ|INE0P0001010,APS,SM,NSE,AUSTRALIAN PREM SOLAR I L,Others,INE0P0001010,True
7663,NSE_EQ|INE1OOJ01011,APSISAERO,ST,NSE,APSIS AEROCOM LIMITED,Others,INE1OOJ01011,True
1904,NSE_EQ|INE266F01018,APTECHT,EQ,NSE,APTECH LIMITED,Others,INE266F01018,True
46,NSE_EQ|INE852O01025,APTUS,EQ,NSE,APTUS VALUE HSG FIN I LTD,Housing Finance,INE852O01025,True
1088,NSE_EQ|INE416A01051,AQYLON,EQ,NSE,AQYLON NEXUS LIMITED,Others,INE416A01051,True
2868,NSE_EQ|INE08NJ01024,ARABIAN,SM,NSE,ARABIAN PETROLEUM LIMITED,Others,INE08NJ01024,True
1928,NSE_EQ|INE877I01016,ARCHIDPLY,EQ,NSE,ARCHIDPLY IND. LTD,Others,INE877I01016,True
1092,NSE_EQ|INE731A01020,ARCHIES,EQ,NSE,ARCHIES LTD,Others,INE731A01020,True
8274,NSE_EQ|INE0YDV01010,ARCIIL,ST,NSE,ARC INSULATION & INSU LTD,Others,INE0YDV01010,True
37,NSE_EQ|INE885A01032,ARE&M,EQ,NSE,AMARA RAJA ENERGY MOB LTD,Batteries,INE885A01032,True
1921,NSE_EQ|INE610C01014,ARENTERP,EQ,NSE,RAJDARSHAN INDUSTRIES LTD,Others,INE610C01014,True
590,NSE_EQ|INE784R01023,ARFIN,EQ,NSE,ARFIN INDIA LIMITED,Others,INE784R01023,True
6811,NSE_EQ|INE0L2Y01011,ARHAM,SM,NSE,ARHAM TECHNOLOGIES LTD,Others,INE0L2Y01011,True
698,NSE_EQ|INE298I01015,ARIES,EQ,NSE,ARIES AGRO LTD.,Others,INE298I01015,True
864,NSE_EQ|INE413D01011,ARIHANT,EQ,NSE,ARIHANT FOUN & HOU LTD,Others,INE413D01011,True
2895,NSE_EQ|INE0NCC01015,ARIHANTACA,SM,NSE,ARIHANT ACADEMY LIMITED,Others,INE0NCC01015,True
1388,NSE_EQ|INE420B01036,ARIHANTCAP,EQ,NSE,ARIHANT CAPITAL MKTS LTD,Others,INE420B01036,True
2416,NSE_EQ|INE643K01018,ARIHANTSUP,EQ,NSE,ARIHANT SUPERSTRUCT LTD,Others,INE643K01018,True
1334,NSE_EQ|INE0H9P01028,ARIS,EQ,NSE,ARISINFRA SOLUTIONS LTD,Others,INE0H9P01028,True
5415,NSE_EQ|INE082101010,ARISTO,ST,NSE,ARISTO BIO T AND LIFESC L,Others,INE082101010,True
639,NSE_EQ|INE0QRL01017,ARKADE,EQ,NSE,ARKADE DEVELOPERS LIMITED,Others,INE0QRL01017,True
1735,NSE_EQ|INE109C01017,ARMANFIN,EQ,NSE,ARMAN FIN SERV LTD,Others,INE109C01017,True
3723,NSE_EQ|INE0TZX01019,ARMOUR,SM,NSE,ARMOUR SECURITY (INDIA) L,Others,INE0TZX01019,True
990,NSE_EQ|INE210C01013,AROGRANITE,EQ,NSE,ARO GRANITE IND. LTD.,Others,INE210C01013,True
5051,NSE_EQ|INE570D01018,ARROWGREEN,BE,NSE,ARROW GREENTECH LIMITED,Others,INE570D01018,True
3221,NSE_EQ|INE968D01022,ARSHIYA,BZ,NSE,ARSHIYA LIMITED,Others,INE968D01022,True
1090,NSE_EQ|INE549H01021,ARSSBL,EQ,NSE,ANAND RATHI SH N STK BR L,Others,INE549H01021,True
801,NSE_EQ|INE025R01021,ARTEMISMED,EQ,NSE,ARTEMIS MED SERVICE LTD,Others,INE025R01021,True
1915,NSE_EQ|INE738V01013,ARTNIRMAN,EQ,NSE,ART NIRMAN LIMITED,Others,INE738V01013,True
3136,NSE_EQ|INE0TTG01017,ARUNAYA,ST,NSE,ARUNAYA ORGANICS LIMITED,Others,INE0TTG01017,True
2400,NSE_EQ|INE006Z01016,ARVEE,EQ,NSE,ARVEE LABORATORIES I LTD,Others,INE006Z01016,True
1073,NSE_EQ|INE034A01011,ARVIND,EQ,NSE,ARVIND LIMITED,Others,INE034A01011,True
2480,NSE_EQ|INE955V01021,ARVINDFASN,EQ,NSE,ARVIND FASHIONS LIMITED,Others,INE955V01021,True
8344,NSE_EQ|INE0P4T01013,ARVINDPORT,ST,NSE,ARVIND PORT AND INFRA LTD,Others,INE0P4T01013,True
597,NSE_EQ|INE034S01021,ARVSMART,EQ,NSE,ARVIND SMARTSPACES LTD,Others,INE034S01021,True
47,NSE_EQ|INE439A01020,ASAHIINDIA,EQ,NSE,ASAHI INDIA GLASS LIMITED,Glass,INE439A01020,True
673,NSE_EQ|INE228I01012,ASAHISONG,EQ,NSE,ASAHI SONGWON COLOR LTD,Others,INE228I01012,True
1602,NSE_EQ|INE900C01027,ASAL,EQ,NSE,AUTOMOTIVE STAMPINGS & AS,Others,INE900C01027,True
616,NSE_EQ|INE073G01016,ASALCBR,EQ,NSE,ASSO ALCOHOLS & BREW LTD,Others,INE073G01016,True
2703,NSE_EQ|INE08KD01015,ASCOM,ST,NSE,ASCOM LEASIN & INVEST LTD,Others,INE08KD01015,True
8464,NSE_EQ|INE0LAA01017,ASHALOG,SM,NSE,ASHAPURA LOGISTICS LTD,Others,INE0LAA01017,True
787,NSE_EQ|INE348A01023,ASHAPURMIN,EQ,NSE,ASHAPURA MINECHEM LTD,Others,INE348A01023,True
1813,NSE_EQ|INE365D01021,ASHIANA,EQ,NSE,ASHIANA HOUSING LTD,Others,INE365D01021,True
1389,NSE_EQ|INE094B01013,ASHIKA,EQ,NSE,ASHIKA CREDIT CAPITAL L,Others,INE094B01013,True
2101,NSE_EQ|INE440A01010,ASHIMASYN,EQ,NSE,ASHIMA LTD,Others,INE440A01010,True
1066,NSE_EQ|INE442H01029,ASHOKA,EQ,NSE,ASHOKA BUILDCON LTD,Others,INE442H01029,True
2445,NSE_EQ|INE760Y01011,ASHOKAMET,EQ,NSE,ASHOKA METCAST LIMITED,Others,INE760Y01011,True
48,NSE_EQ|INE208A01029,ASHOKLEY,EQ,NSE,ASHOK LEYLAND LTD,Automobile,INE208A01029,True
3995,NSE_EQ|INE1A6Q01010,ASHWINI,SM,NSE,ASHWINI CONTAINER MOVER L,Others,INE1A6Q01010,True
594,NSE_EQ|INE276G01015,ASIANENE,EQ,NSE,ASIAN ENERGY SERVICES LTD,Others,INE276G01015,True
2087,NSE_EQ|INE363A01022,ASIANHOTNR,EQ,NSE,ASIAN HOTELS (NORTH) LTD,Others,INE363A01022,True
49,NSE_EQ|INE021A01026,ASIANPAINT,EQ,NSE,ASIAN PAINTS LIMITED,Paints,INE021A01026,True
1626,NSE_EQ|INE022I01019,ASIANTILES,EQ,NSE,ASIAN GRANITO IND. LTD.,Others,INE022I01019,True
1801,NSE_EQ|INE491J01022,ASKAUTOLTD,EQ,NSE,ASK AUTOMOTIVE LIMITED,Others,INE491J01022,True
1407,NSE_EQ|INE855F01042,ASMS,EQ,NSE,AVIO SMART MRKT STACK LTD,Others,INE855F01042,True
538,NSE_EQ|INE991I01015,ASPINWALL,EQ,NSE,ASPINWALL & CO LTD,Others,INE991I01015,True
4931,NSE_EQ|INE0S7801010,ASPIRE,SM,NSE,ASPIRE & INNOVATIVE ADV L,Others,INE0S7801010,True
2012,NSE_EQ|INE194D01017,ASTAR,EQ,NSE,ASIAN STAR CO. LTD.,Others,INE194D01017,True
589,NSE_EQ|INE563J01010,ASTEC,EQ,NSE,ASTEC LIFESCIENCES LTD,Others,INE563J01010,True
50,NSE_EQ|INE914M01019,ASTERDM,EQ,NSE,ASTER DM HEALTHCARE LTD.,Healthcare Services,INE914M01019,True
52,NSE_EQ|INE006I01046,ASTRAL,EQ,NSE,ASTRAL LIMITED,Plastic Products,INE006I01046,True
1619,NSE_EQ|INE386C01029,ASTRAMICRO,EQ,NSE,ASTRA MICROWAVE LTD,Others,INE386C01029,True
51,NSE_EQ|INE203A01020,ASTRAZEN,EQ,NSE,ASTRAZENECA PHARMA IND LT,Pharmaceuticals,INE203A01020,True
2990,NSE_EQ|INE646X01014,ASTRON,BE,NSE,ASTRON PAPER BORD MIL LTD,Others,INE646X01014,True
1284,NSE_EQ|INE0ALR01029,ATALREAL,EQ,NSE,ATAL REALTECH LIMITED,Others,INE0ALR01029,True
1677,NSE_EQ|INE09KD01013,ATAM,EQ,NSE,ATAM VALVES LIMITED,Others,INE09KD01013,True
6594,NSE_EQ|INE0V0Q01019,ATCENERGY,ST,NSE,ATC ENERGIES SYSTEM LTD,Others,INE0V0Q01019,True
20,NSE_EQ|INE399L01023,ATGL,EQ,NSE,ADANI TOTAL GAS LIMITED,Gas Transmission,INE399L01023,True
53,NSE_EQ|INE0LEZ01016,ATHERENERG,EQ,NSE,ATHER ENERGY LIMITED,Automobile,INE0LEZ01016,True
1597,NSE_EQ|INE0NN701020,ATL,EQ,NSE,ALLCARGO TERMINALS LTD,Others,INE0NN701020,True
808,NSE_EQ|INE285H01022,ATLANTAA,EQ,NSE,ATLANTAA LIMITED,Others,INE285H01022,True
8187,NSE_EQ|INE0Z4F01028,ATLANTAELE,BE,NSE,ATLANTA ELECTRICALS LTD,Others,INE0Z4F01028,True
956,NSE_EQ|INE446A01025,ATLASCYCLE,EQ,NSE,ATLAS CYCLE (HARYANA) LTD,Others,INE446A01025,True
5821,NSE_EQ|IN90NN701011,ATLPP,E1,NSE,ATL RE.0.50 PPD UP,Others,IN90NN701011,True
